OrderNumber,OrderDate,ShipDate,ShipmentCost,RequestedShippingService,ShippedCarrier,ShippedService,Weight,Length,Width,Height,OrderTotal,Warehouse,Account
6667644,2023-02-02 16:42:57,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,25.30,16.00,10.00,1.00,32.20,FedEx Trade Network,mishon
6667643,2023-02-02 16:41:22,2023-02-03 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,10.00,6.00,1.00,14.86,FedEx Trade Network,mishon
6667641,2023-02-02 16:39:36,2023-02-03 00:00:00,5.33,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,8.40,16.00,10.00,1.00,17.02,FedEx Trade Network,mishon
6667623,2023-02-02 16:46:30,2023-02-03 00:00:00,9.83,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,119.00,15.50,11.50,3.50,69.95,FedEx Trade Network,mishon
6667621,2023-02-02 16:12:32,2023-02-03 00:00:00,16.28,Amazon Merchants@ - Standard,canada_post,expedited_parcel,10.60,10.00,6.00,1.00,29.84,"New Dundee, ON",partdiscounter
6667620,2023-02-02 16:06:51,2023-02-03 00:00:00,8.90,Amazon Merchants@ - Expedited,ups,ups_standard,21.80,16.00,10.00,1.00,66.61,"New Dundee, ON",partdiscounter
6667619,2023-02-02 16:06:18,2023-02-03 00:00:00,16.28,Amazon Merchants@ - Standard,canada_post,expedited_parcel,5.30,10.00,6.00,1.00,29.84,"New Dundee, ON",partdiscounter
6667618,2023-02-02 16:03:27,2023-02-03 00:00:00,20.76,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,54.90,16.00,10.00,1.00,63.18,"New Dundee, ON",partdiscounter
6667617,2023-02-02 16:01:04,2023-02-03 00:00:00,18.46,Amazon Merchants@ - Expedited,ups,ups_standard,46.50,11.50,8.50,6.50,79.04,"New Dundee, ON",partdiscounter
6667616,2023-02-02 16:39:07,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,84.50,11.50,8.50,6.50,56.95,FedEx Trade Network,mishon
6667615,2023-02-02 16:39:23,2023-02-03 00:00:00,8.37,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,19.70,16.00,10.00,1.00,24.95,FedEx Trade Network,mishon
6667614,2023-02-02 16:38:43,2023-02-03 00:00:00,4.09,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6667605,2023-02-02 16:39:32,2023-02-03 00:00:00,9.83,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,54.90,11.50,8.50,6.50,169.95,FedEx Trade Network,mishon
6667599,2023-02-02 16:15:21,2023-02-03 00:00:00,9.16,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_priority_mail,66.20,15.50,11.50,3.50,37.75,FedEx Trade Network,mishon
6667597,2023-02-02 16:31:06,2023-02-03 00:00:00,9.83,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,79.20,11.50,8.50,6.50,49.95,FedEx Trade Network,mishon
6667591,2023-02-02 16:29:21,2023-02-03 00:00:00,11.32,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,197.10,24.00,4.00,4.00,53.45,FedEx Trade Network,mishon
6667588,2023-02-02 16:19:15,2023-02-03 00:00:00,4.15,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,12.67,FedEx Trade Network,mishon
6667585,2023-02-02 16:13:53,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,54.90,11.50,8.50,6.50,96.25,FedEx Trade Network,mishon
6667576,2023-02-02 15:57:16,2023-02-03 00:00:00,16.61,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,54.90,16.00,10.00,1.00,67.78,"New Dundee, ON",partdiscounter
6667575,2023-02-02 15:49:21,2023-02-03 00:00:00,13.49,Amazon Merchants@ - Standard,ups,ups_standard,16.20,16.00,10.00,1.00,55.60,"New Dundee, ON",partdiscounter
6667574,2023-02-02 15:46:57,2023-02-03 00:00:00,12.51,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,11.30,10.00,6.00,1.00,30.45,"New Dundee, ON",partdiscounter
6667571,2023-02-02 16:23:24,2023-02-03 00:00:00,3.81,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,3.50,16.00,10.00,1.00,15.95,FedEx Trade Network,mishon
6667568,2023-02-02 16:22:23,2023-02-03 00:00:00,6.07,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,14.10,16.00,10.00,1.00,40.90,FedEx Trade Network,mishon
6667548,2023-02-02 16:00:45,2023-02-03 00:00:00,9.73,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_home_delivery,39.40,16.00,10.00,1.00,101.85,FedEx Trade Network,mishon
6667547,2023-02-02 15:35:14,2023-02-03 00:00:00,23.73,Amazon Merchants@ - Standard,ups,ups_standard,64.10,11.50,8.50,6.50,94.45,"New Dundee, ON",partdiscounter
6667542,2023-02-02 16:08:21,2023-02-03 00:00:00,9.54,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,16.90,16.00,10.00,1.00,47.28,FedEx Trade Network,mishon
6667539,2023-02-02 16:09:05,2023-02-03 00:00:00,6.78,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.80,16.00,10.00,1.00,23.76,FedEx Trade Network,mishon
6667537,2023-02-02 16:00:11,2023-02-03 00:00:00,16.63,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,283.00,24.00,8.00,8.00,140.67,FedEx Trade Network,mishon
6667519,2023-02-02 16:03:29,2023-02-03 00:00:00,11.06,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,49.30,11.50,8.50,6.50,49.95,FedEx Trade Network,mishon
6667518,2023-02-02 15:58:28,2023-02-03 00:00:00,3.97,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,2.10,10.00,6.00,1.00,11.95,FedEx Trade Network,mishon
6667517,2023-02-02 15:57:17,2023-02-03 00:00:00,8.97,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,52.10,11.50,8.50,6.50,54.95,FedEx Trade Network,mishon
6667516,2023-02-02 15:15:50,2023-02-03 00:00:00,13.32,Amazon Merchants@ - Expedited,ups,ups_standard,54.60,16.00,10.00,1.00,66.61,"New Dundee, ON",partdiscounter
6667500,2023-02-02 15:48:36,2023-02-03 00:00:00,11.97,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,173.20,10.00,9.00,6.00,149.40,FedEx Trade Network,mishon
6667496,2023-02-02 15:35:39,2023-02-03 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,17.60,16.00,10.00,1.00,23.27,FedEx Trade Network,mishon
6667475,2023-02-02 15:36:03,2023-02-03 00:00:00,11.50,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,114.00,11.50,8.50,6.50,269.95,FedEx Trade Network,mishon
6667464,2023-02-02 15:30:17,2023-02-03 00:00:00,4.15,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.60,10.00,6.00,1.00,21.40,FedEx Trade Network,mishon
6667462,2023-02-02 15:22:59,2023-02-03 00:00:00,4.88,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,8.40,16.00,10.00,1.00,21.35,FedEx Trade Network,mishon
6667460,2023-02-02 15:22:09,2023-02-03 00:00:00,8.53,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,88.70,16.00,10.00,1.00,47.45,FedEx Trade Network,mishon
6667457,2023-02-02 15:15:38,2023-02-03 00:00:00,9.83,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,159.10,11.50,8.50,6.50,67.95,FedEx Trade Network,mishon
6667452,2023-02-02 15:27:08,2023-02-03 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,21.10,10.00,6.00,1.00,35.95,FedEx Trade Network,mishon
6667448,2023-02-02 14:55:58,2023-02-03 00:00:00,32.81,Amazon Merchants@ - Standard,ups,ups_standard,213.30,16.00,12.00,10.00,314.95,"New Dundee, ON",partdiscounter
6667439,2023-02-02 15:23:05,2023-02-03 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.20,10.00,6.00,1.00,12.95,FedEx Trade Network,mishon
6667438,2023-02-02 15:22:37,2023-02-03 00:00:00,9.83,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,123.90,11.50,8.50,6.50,129.95,FedEx Trade Network,mishon
6667425,2023-02-02 14:36:53,2023-02-03 00:00:00,30.10,Amazon Merchants@ - Standard,ups,ups_standard,148.50,24.00,4.00,4.00,126.44,"New Dundee, ON",partdiscounter
6667419,2023-02-02 15:16:17,2023-02-03 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,88.00,11.50,8.50,6.50,97.95,FedEx Trade Network,mishon
6667416,2023-02-02 15:14:53,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,47.50,11.50,8.50,6.50,36.95,FedEx Trade Network,mishon
6667413,2023-02-02 15:05:37,2023-02-03 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,26.00,16.00,10.00,1.00,36.80,FedEx Trade Network,mishon
6667412,2023-02-02 15:04:53,2023-02-03 00:00:00,4.15,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.60,16.00,10.00,1.00,13.82,FedEx Trade Network,mishon
6667410,2023-02-02 14:55:09,2023-02-03 00:00:00,10.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,23.20,16.00,10.00,1.00,36.73,FedEx Trade Network,mishon
6667409,2023-02-02 14:59:15,2023-02-03 00:00:00,10.05,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,17.60,16.00,10.00,1.00,27.13,FedEx Trade Network,mishon
6667407,2023-02-02 14:56:20,2023-02-03 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,37.30,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6667386,2023-02-02 15:07:27,2023-02-03 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,37.30,16.00,10.00,1.00,49.95,FedEx Trade Network,mishon
6667384,2023-02-02 15:07:27,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,21.10,16.00,10.00,1.00,35.95,FedEx Trade Network,mishon
6667383,2023-02-02 15:07:07,2023-02-03 00:00:00,8.08,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,54.60,15.50,11.50,3.50,39.95,FedEx Trade Network,mishon
6667382,2023-02-02 15:07:50,2023-02-03 00:00:00,12.56,eBay - Expedited,ups,ups_standard,9.90,10.00,6.00,1.00,48.25,"New Dundee, ON",partdiscounter
6667369,2023-02-02 14:57:04,2023-02-03 00:00:00,4.31,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,6.30,16.00,10.00,1.00,9.95,FedEx Trade Network,mishon
6667368,2023-02-02 14:57:20,2023-02-03 00:00:00,4.44,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.90,16.00,10.00,1.00,14.95,FedEx Trade Network,mishon
6667366,2023-02-02 14:53:33,2023-02-03 00:00:00,4.09,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.20,16.00,10.00,1.00,14.95,FedEx Trade Network,mishon
6667351,2023-02-02 14:48:27,2023-02-03 00:00:00,5.33,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,9.20,16.00,10.00,1.00,19.34,FedEx Trade Network,mishon
6667350,2023-02-02 14:44:19,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,44.00,15.50,11.50,3.50,27.57,FedEx Trade Network,mishon
6667332,2023-02-02 14:12:17,2023-02-03 00:00:00,27.54,Amazon Merchants@ - Standard,canada_post,expedited_parcel,140.10,24.00,4.00,4.00,126.44,"New Dundee, ON",partdiscounter
6667331,2023-02-02 14:09:32,2023-02-03 00:00:00,15.00,Amazon Merchants@ - Standard,ups,ups_standard,10.60,10.00,6.00,1.00,37.89,"New Dundee, ON",partdiscounter
6667330,2023-02-02 14:12:35,2023-02-03 00:00:00,9.48,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,21.10,16.00,10.00,1.00,30.99,"New Dundee, ON",partdiscounter
6667329,2023-02-02 14:03:48,2023-02-03 00:00:00,28.17,Amazon Merchants@ - Standard,ups,ups_standard,327.40,24.00,9.00,4.50,188.95,"New Dundee, ON",partdiscounter
6667328,2023-02-02 14:00:50,2023-02-03 00:00:00,14.87,Amazon Merchants@ - Standard,canada_post,expedited_parcel,9.20,10.00,6.00,1.00,36.90,"New Dundee, ON",partdiscounter
6667327,2023-02-02 13:58:05,2023-02-03 00:00:00,9.09,Amazon Merchants@ - Expedited,ups,ups_standard,7.00,16.00,10.00,1.00,37.23,"New Dundee, ON",partdiscounter
6667322,2023-02-02 14:38:15,2023-02-03 00:00:00,8.68,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,109.10,11.50,8.50,6.50,32.95,FedEx Trade Network,mishon
6667305,2023-02-02 14:25:19,2023-02-03 00:00:00,12.35,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,128.10,11.50,8.50,6.50,86.43,FedEx Trade Network,mishon
6667303,2023-02-02 14:26:58,2023-02-03 00:00:00,3.66,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,2.80,10.00,6.00,1.00,17.23,FedEx Trade Network,mishon
6667298,2023-02-02 14:17:43,2023-02-03 00:00:00,4.88,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,9.90,16.00,10.00,1.00,13.99,FedEx Trade Network,mishon
6667283,2023-02-02 14:28:26,2023-02-03 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,21.80,16.00,10.00,1.00,26.95,FedEx Trade Network,mishon
6667275,2023-02-02 14:18:13,2023-02-03 00:00:00,8.11,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,116.20,11.50,8.50,6.50,79.95,FedEx Trade Network,mishon
6667259,2023-02-02 13:41:43,2023-02-03 00:00:00,13.49,Amazon Merchants@ - Standard,ups,ups_standard,22.90,16.00,10.00,1.00,43.62,"New Dundee, ON",partdiscounter
6667258,2023-02-02 13:41:15,2023-02-03 00:00:00,15.23,Amazon Merchants@ - Standard,ups,ups_standard,78.80,16.00,10.00,1.00,110.82,"New Dundee, ON",partdiscounter
6667257,2023-02-02 13:39:41,2023-02-03 00:00:00,16.83,Amazon Merchants@ - Standard,ups,ups_standard,28.90,16.00,10.00,1.00,66.02,"New Dundee, ON",partdiscounter
6667256,2023-02-02 13:35:54,2023-02-03 00:00:00,16.61,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,54.90,16.00,10.00,1.00,63.18,"New Dundee, ON",partdiscounter
6667254,2023-02-02 14:10:52,2023-02-03 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,16.20,16.00,10.00,1.00,21.30,FedEx Trade Network,mishon
6667253,2023-02-02 14:08:11,2023-02-03 00:00:00,6.22,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.50,16.00,10.00,1.00,25.87,FedEx Trade Network,mishon
6667249,2023-02-02 14:01:58,2023-02-03 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.10,16.00,10.00,1.00,24.17,FedEx Trade Network,mishon
6667247,2023-02-02 13:58:13,2023-02-03 00:00:00,3.90,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,2.10,16.00,10.00,1.00,14.02,FedEx Trade Network,mishon
6667237,2023-02-02 14:10:55,2023-02-03 00:00:00,3.90,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,2.10,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6667236,2023-02-02 14:10:15,2023-02-03 00:00:00,9.83,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,58.40,15.50,11.50,3.50,119.95,FedEx Trade Network,mishon
6667235,2023-02-02 14:09:21,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,29.60,16.00,10.00,1.00,61.95,FedEx Trade Network,mishon
6667234,2023-02-02 14:06:09,2023-02-03 00:00:00,16.27,STANDARD - BEST WAY EBAY,fedex,fedex_home_delivery,238.00,16.00,12.00,10.00,399.95,FedEx Trade Network,mishon
6667233,2023-02-02 14:05:15,2023-02-03 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,110.50,19.80,18.50,6.30,129.95,FedEx Trade Network,mishon
6667226,2023-02-02 13:59:25,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,88.00,15.50,11.50,3.50,129.95,FedEx Trade Network,mishon
6667208,2023-02-02 13:52:36,2023-02-03 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,88.00,11.50,8.50,6.50,59.95,FedEx Trade Network,mishon
6667207,2023-02-02 13:51:48,2023-02-03 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,44.40,16.00,10.00,1.00,32.95,FedEx Trade Network,mishon
6667206,2023-02-02 13:51:59,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,58.40,16.00,10.00,1.00,26.70,FedEx Trade Network,mishon
6667200,2023-02-02 13:35:11,2023-02-03 00:00:00,3.90,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,2.80,16.00,10.00,1.00,18.01,FedEx Trade Network,mishon
6667189,2023-02-02 13:01:35,2023-02-03 00:00:00,9.48,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,7.00,16.00,10.00,1.00,28.69,"New Dundee, ON",partdiscounter
6667181,2023-02-02 13:40:30,2023-02-03 00:00:00,4.24,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,21.95,FedEx Trade Network,mishon
6667179,2023-02-02 13:33:32,2023-02-03 00:00:00,12.51,eBay - Expedited,canada_post,expedited_parcel,4.20,10.00,6.00,1.00,25.93,"New Dundee, ON",partdiscounter
6667174,2023-02-02 13:32:25,2023-02-03 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,69.00,16.00,10.00,1.00,28.43,FedEx Trade Network,mishon
6667172,2023-02-02 13:30:41,2023-02-03 00:00:00,4.15,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.20,16.00,10.00,1.00,17.97,FedEx Trade Network,mishon
6667168,2023-02-02 13:25:30,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,41.50,11.50,8.50,6.50,21.25,FedEx Trade Network,mishon
6667167,2023-02-02 13:22:42,2023-02-03 00:00:00,9.47,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,163.30,12.00,9.00,12.00,140.67,FedEx Trade Network,mishon
6667166,2023-02-02 13:21:27,2023-02-03 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.80,16.00,10.00,1.00,21.27,FedEx Trade Network,mishon
6667157,2023-02-02 13:29:17,2023-02-03 00:00:00,4.20,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.90,16.00,10.00,1.00,12.95,FedEx Trade Network,mishon
6667155,2023-02-02 13:29:54,2023-02-03 00:00:00,4.09,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,12.95,FedEx Trade Network,mishon
6667154,2023-02-02 12:55:55,2023-02-03 00:00:00,13.58,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,28.20,16.00,10.00,1.00,103.42,"New Dundee, ON",partdiscounter
6667153,2023-02-02 12:52:38,2023-02-03 00:00:00,11.85,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,21.10,10.00,6.00,1.00,52.83,"New Dundee, ON",partdiscounter
6667146,2023-02-02 13:24:44,2023-02-03 00:00:00,6.00,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,14.80,10.00,6.00,1.00,29.95,FedEx Trade Network,mishon
6667145,2023-02-02 13:21:59,2023-02-03 00:00:00,10.73,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,52.10,15.50,11.50,3.50,39.95,FedEx Trade Network,mishon
6667124,2023-02-02 13:12:14,2023-02-03 00:00:00,10.73,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,51.40,11.50,8.50,6.50,51.95,FedEx Trade Network,mishon
6667122,2023-02-02 13:09:10,2023-02-03 00:00:00,6.60,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,15.50,10.00,6.00,1.00,35.95,FedEx Trade Network,mishon
6667120,2023-02-02 13:08:22,2023-02-03 00:00:00,3.66,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,3.50,16.00,10.00,1.00,14.79,FedEx Trade Network,mishon
6667098,2023-02-02 13:03:20,2023-02-03 00:00:00,8.12,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,25.30,16.00,10.00,1.00,34.95,FedEx Trade Network,mishon
6667085,2023-02-02 12:55:19,2023-02-03 00:00:00,8.02,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,41.50,16.00,10.00,1.00,44.95,FedEx Trade Network,mishon
6667084,2023-02-02 12:34:13,2023-02-03 00:00:00,8.70,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_priority_mail,54.90,16.00,10.00,1.00,42.75,FedEx Trade Network,mishon
6667063,2023-02-02 12:49:45,2023-02-03 00:00:00,4.44,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,10.75,FedEx Trade Network,mishon
6667061,2023-02-02 12:42:35,2023-02-03 00:00:00,10.05,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,37.30,11.50,8.50,6.50,53.45,FedEx Trade Network,mishon
6667047,2023-02-02 12:06:05,2023-02-03 00:00:00,25.84,Amazon Merchants@ - Standard,ups,ups_standard,133.80,38.00,5.00,4.00,145.54,"New Dundee, ON",partdiscounter
6667046,2023-02-02 12:43:43,2023-02-03 00:00:00,10.73,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,42.20,11.50,8.50,6.50,49.95,FedEx Trade Network,mishon
6667045,2023-02-02 12:40:19,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,87.30,11.50,8.50,6.50,59.95,FedEx Trade Network,mishon
6667015,2023-02-02 12:32:02,2023-02-03 00:00:00,11.32,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,176.00,10.00,9.00,6.00,163.82,FedEx Trade Network,mishon
6667008,2023-02-02 12:22:27,2023-02-03 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,18.30,16.00,10.00,1.00,25.39,FedEx Trade Network,mishon
6667007,2023-02-02 12:22:28,2023-02-03 00:00:00,6.22,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.80,16.00,10.00,1.00,29.90,FedEx Trade Network,mishon
6667006,2023-02-02 12:17:02,2023-02-03 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,27.50,16.00,10.00,1.00,26.82,FedEx Trade Network,mishon
6667004,2023-02-02 12:15:21,2023-02-03 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,26.80,16.00,10.00,1.00,37.05,FedEx Trade Network,mishon
6667003,2023-02-02 12:12:54,2023-02-03 00:00:00,14.23,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,235.80,16.00,12.00,10.00,431.95,FedEx Trade Network,mishon
6667002,2023-02-02 12:08:32,2023-02-03 00:00:00,8.96,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_ground,46.40,11.50,8.50,6.50,69.95,FedEx Trade Network,mishon
6666996,2023-02-02 11:51:17,2023-02-03 00:00:00,14.26,Amazon Merchants@ - Expedited,ups,ups_standard,49.30,11.50,8.50,6.50,90.34,"New Dundee, ON",partdiscounter
6666995,2023-02-02 12:14:24,2023-02-03 00:00:00,27.79,Amazon Merchants@ - Standard,canada_post,expedited_parcel,78.80,24.00,4.00,4.00,51.46,"New Dundee, ON",partdiscounter
6666986,2023-02-02 12:27:30,2023-02-03 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,19.70,16.00,10.00,1.00,16.95,FedEx Trade Network,mishon
6666985,2023-02-02 12:23:57,2023-02-03 00:00:00,9.83,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,121.80,11.50,8.50,6.50,49.95,FedEx Trade Network,mishon
6666963,2023-02-02 11:36:31,2023-02-03 00:00:00,15.85,Amazon Merchants@ - Expedited,ups,ups_standard,44.00,11.50,8.50,6.50,101.64,"New Dundee, ON",partdiscounter
6666962,2023-02-02 11:36:31,2023-02-03 00:00:00,16.00,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,6.30,10.00,6.00,1.00,30.45,"New Dundee, ON",partdiscounter
6666958,2023-02-02 12:01:02,2023-02-03 00:00:00,6.44,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.50,16.00,10.00,1.00,64.60,FedEx Trade Network,mishon
6666957,2023-02-02 12:00:46,2023-02-03 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.60,16.00,10.00,1.00,13.92,FedEx Trade Network,mishon
6666954,2023-02-02 11:54:51,2023-02-03 00:00:00,3.81,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,2.80,16.00,10.00,1.00,17.88,FedEx Trade Network,mishon
6666953,2023-02-02 11:53:38,2023-02-03 00:00:00,10.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,42.20,16.00,10.00,1.00,23.29,FedEx Trade Network,mishon
